2026-08-28 09:52:18 | INFO | dbgpt.component | Register component with name dbgpt_unified_metadata_db_manager_factory and instance: <dbgpt.storage.metadata.db_factory.UnifiedDBManagerFactory object at 0x000001E5DF05DB40>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_resource_manager and instance: <dbgpt.agent.resource.manage.ResourceManager object at 0x000001E5DF9EB280>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_resource_manager and instance: <dbgpt.agent.resource.manage.ResourceManager object at 0x000001E5DF9EB280>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_skill_manager and instance: <dbgpt.agent.skill.manage.SkillManager object at 0x000001E5DF9EB2E0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_skill_manager and instance: <dbgpt.agent.skill.manage.SkillManager object at 0x000001E5DF9EB2E0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_agent_manager and instance: <dbgpt.agent.core.agent_manage.AgentManager object at 0x000001E5DFA28A60>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_agent_manager and instance: <dbgpt.agent.core.agent_manage.AgentManager object at 0x000001E5DFA28A60>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_app_editor_service and instance: <dbgpt_app.openapi.api_v1.editor.service.EditorService object at 0x000001E5DFA289A0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_app_editor_service and instance: <dbgpt_app.openapi.api_v1.editor.service.EditorService object at 0x000001E5DFA289A0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_prompt and instance: <dbgpt_serve.prompt.serve.Serve object at 0x000001E5DFA29150>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_prompt and instance: <dbgpt_serve.prompt.serve.Serve object at 0x000001E5DFA29150>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_prompt_service and instance: <dbgpt_serve.prompt.service.service.Service object at 0x000001E5DFA5D4B0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_prompt_service and instance: <dbgpt_serve.prompt.service.service.Service object at 0x000001E5DFA5D4B0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_conversation and instance: <dbgpt_serve.conversation.serve.Serve object at 0x000001E5DFA5D630>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_conversation and instance: <dbgpt_serve.conversation.serve.Serve object at 0x000001E5DFA5D630>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_conversation_service and instance: <dbgpt_serve.conversation.service.service.Service object at 0x000001E5DFA762F0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_conversation_service and instance: <dbgpt_serve.conversation.service.service.Service object at 0x000001E5DFA762F0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_variables_provider and instance: <dbgpt.core.interface.variables.StorageVariablesProvider object at 0x000001E5DFA76D10>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_variables_provider and instance: <dbgpt.core.interface.variables.StorageVariablesProvider object at 0x000001E5DFA76D10>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_flow and instance: <dbgpt_serve.flow.serve.Serve object at 0x000001E5DFA76830>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_flow and instance: <dbgpt_serve.flow.serve.Serve object at 0x000001E5DFA76830>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_dbgpts_loader and instance: <dbgpt.util.dbgpts.loader.DBGPTsLoader object at 0x000001E5DFB16AD0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_dbgpts_loader and instance: <dbgpt.util.dbgpts.loader.DBGPTsLoader object at 0x000001E5DFB16AD0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_flow_service and instance: <dbgpt_serve.flow.service.service.Service object at 0x000001E5DFA76D40>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_flow_service and instance: <dbgpt_serve.flow.service.service.Service object at 0x000001E5DFA76D40>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_flow_variables_service and instance: <dbgpt_serve.flow.service.variables_service.VariablesService object at 0x000001E5DFB16B60>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt_serve_flow_variables_service and instance: <dbgpt_serve.flow.service.variables_service.VariablesService object at 0x000001E5DFB16B60>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.flow.flows and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinFlowVariablesProvider object at 0x000001E5DFB16C20>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.flow.flows and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinFlowVariablesProvider object at 0x000001E5DFB16C20>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.flow.nodes and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinNodeVariablesProvider object at 0x000001E5DFB16C80>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.flow.nodes and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinNodeVariablesProvider object at 0x000001E5DFB16C80>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.variables and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinAllVariablesProvider object at 0x000001E5DFB16CE0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.variables and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinAllVariablesProvider object at 0x000001E5DFB16CE0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.secrets and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinAllSecretVariablesProvider object at 0x000001E5DFB16D40>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.secrets and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinAllSecretVariablesProvider object at 0x000001E5DFB16D40>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.model.llms and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinLLMVariablesProvider object at 0x000001E5DFB16DA0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.model.llms and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinLLMVariablesProvider object at 0x000001E5DFB16DA0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.model.embeddings and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinEmbeddingsVariablesProvider object at 0x000001E5DFB16E00>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.model.embeddings and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinEmbeddingsVariablesProvider object at 0x000001E5DFB16E00>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.datasources and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinDatasourceVariablesProvider object at 0x000001E5DFB16E60>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.datasources and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinDatasourceVariablesProvider object at 0x000001E5DFB16E60>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.agent.agents and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinAgentsVariablesProvider object at 0x000001E5DFB16EC0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.agent.agents and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinAgentsVariablesProvider object at 0x000001E5DFB16EC0>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.knowledge_spaces and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinKnowledgeSpacesVariablesProvider object at 0x000001E5DFB16F20>
2026-08-28 09:52:23 | INFO | dbgpt.component | Register component with name dbgpt.core.knowledge_spaces and instance: <dbgpt_serve.flow.api.variables_provider.BuiltinKnowledgeSpacesVariablesProvider object at 0x000001E5DFB16F20>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_rag and instance: <dbgpt_serve.rag.serve.Serve object at 0x000001E5DFB16FB0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_rag and instance: <dbgpt_serve.rag.serve.Serve object at 0x000001E5DFB16FB0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_rag_service and instance: <dbgpt_serve.rag.service.service.Service object at 0x000001E5DFBFA6B0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_rag_service and instance: <dbgpt_serve.rag.service.service.Service object at 0x000001E5DFBFA6B0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_datasource and instance: <dbgpt_serve.datasource.serve.Serve object at 0x000001E5DFBFA170>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_datasource and instance: <dbgpt_serve.datasource.serve.Serve object at 0x000001E5DFBFA170>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_datasource_service and instance: <dbgpt_serve.datasource.service.service.Service object at 0x000001E5DFC1AAA0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_datasource_service and instance: <dbgpt_serve.datasource.service.service.Service object at 0x000001E5DFC1AAA0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_feedback and instance: <dbgpt_serve.feedback.serve.Serve object at 0x000001E5DFC1ABF0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_feedback and instance: <dbgpt_serve.feedback.serve.Serve object at 0x000001E5DFC1ABF0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_feedback_service and instance: <dbgpt_serve.feedback.service.service.Service object at 0x000001E5DFC3A380>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_feedback_service and instance: <dbgpt_serve.feedback.service.service.Service object at 0x000001E5DFC3A380>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_dbgpts_hub and instance: <dbgpt_serve.dbgpts.hub.serve.Serve object at 0x000001E5DFC3A4D0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_dbgpts_hub and instance: <dbgpt_serve.dbgpts.hub.serve.Serve object at 0x000001E5DFC3A4D0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_dbgpts_hub_service and instance: <dbgpt_serve.dbgpts.hub.service.service.Service object at 0x000001E5DFCB4BE0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_dbgpts_hub_service and instance: <dbgpt_serve.dbgpts.hub.service.service.Service object at 0x000001E5DFCB4BE0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_dbgpts_my and instance: <dbgpt_serve.dbgpts.my.serve.Serve object at 0x000001E5DFCB4CA0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_dbgpts_my and instance: <dbgpt_serve.dbgpts.my.serve.Serve object at 0x000001E5DFCB4CA0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_dbgpts_my_service and instance: <dbgpt_serve.dbgpts.my.service.service.Service object at 0x000001E5DFD122F0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_dbgpts_my_service and instance: <dbgpt_serve.dbgpts.my.service.service.Service object at 0x000001E5DFD122F0>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_file and instance: <dbgpt_serve.file.serve.Serve object at 0x000001E5DFD12080>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_file and instance: <dbgpt_serve.file.serve.Serve object at 0x000001E5DFD12080>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_file_service and instance: <dbgpt_serve.file.service.service.Service object at 0x000001E5DFD31960>
2026-08-28 09:52:24 | INFO | dbgpt.component | Register component with name dbgpt_serve_file_service and instance: <dbgpt_serve.file.service.service.Service object at 0x000001E5DFD31960>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_evaluate and instance: <dbgpt_serve.evaluate.serve.Serve object at 0x000001E5DFD31A80>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_evaluate and instance: <dbgpt_serve.evaluate.serve.Serve object at 0x000001E5DFD31A80>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_evaluate_service and instance: <dbgpt_serve.evaluate.service.service.Service object at 0x000001E5DFD31D50>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_evaluate_service and instance: <dbgpt_serve.evaluate.service.service.Service object at 0x000001E5DFD31D50>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_benchmark_data_manager and instance: <dbgpt_serve.evaluate.service.fetchdata.benchmark_data_manager.BenchmarkDataManager object at 0x000001E5E04D6200>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_benchmark_data_manager and instance: <dbgpt_serve.evaluate.service.fetchdata.benchmark_data_manager.BenchmarkDataManager object at 0x000001E5E04D6200>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_evaluate_benchmark_service and instance: <dbgpt_serve.evaluate.service.benchmark.benchmark_service.BenchmarkService object at 0x000001E5E04D5DB0>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_evaluate_benchmark_service and instance: <dbgpt_serve.evaluate.service.benchmark.benchmark_service.BenchmarkService object at 0x000001E5E04D5DB0>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_libro and instance: <dbgpt_serve.libro.serve.Serve object at 0x000001E5E04D6410>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_libro and instance: <dbgpt_serve.libro.serve.Serve object at 0x000001E5E04D6410>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_libro_service and instance: <dbgpt_serve.libro.service.service.Service object at 0x000001E5E051DC30>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_libro_service and instance: <dbgpt_serve.libro.service.service.Service object at 0x000001E5E051DC30>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_model and instance: <dbgpt_serve.model.serve.Serve object at 0x000001E5E051DF00>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_model and instance: <dbgpt_serve.model.serve.Serve object at 0x000001E5E051DF00>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_model_service and instance: <dbgpt_serve.model.service.service.Service object at 0x000001E5E051E1D0>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_model_service and instance: <dbgpt_serve.model.service.service.Service object at 0x000001E5E051E1D0>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_connector and instance: <dbgpt_serve.connector.serve.ConnectorServe object at 0x000001E5E056BCD0>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_connector and instance: <dbgpt_serve.connector.serve.ConnectorServe object at 0x000001E5E056BCD0>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_connector_service and instance: <dbgpt_serve.connector.service.service.ConnectorService object at 0x000001E5E0635390>
2026-08-28 09:52:30 | INFO | dbgpt.component | Register component with name dbgpt_serve_connector_service and instance: <dbgpt_serve.connector.service.service.ConnectorService object at 0x000001E5E0635390>
2026-08-28 09:52:33 | INFO | dbgpt.component | Register component with name dbgpt_serve_scheduled_task and instance: <dbgpt_serve.scheduled_task.serve.ScheduledTaskServe object at 0x000001E5E0635630>
2026-08-28 09:52:33 | INFO | dbgpt.component | Register component with name dbgpt_serve_scheduled_task and instance: <dbgpt_serve.scheduled_task.serve.ScheduledTaskServe object at 0x000001E5E0635630>
2026-08-28 09:52:34 | INFO | dbgpt.component | Register component with name dbgpt_serve_session_file and instance: <dbgpt_serve.session_file.serve.SessionFileServe object at 0x000001E5E0759600>
2026-08-28 09:52:34 | INFO | dbgpt.component | Register component with name dbgpt_serve_session_file and instance: <dbgpt_serve.session_file.serve.SessionFileServe object at 0x000001E5E0759600>
2026-08-28 09:52:34 | INFO | dbgpt_serve.session_file.serve | No shared FileStorageClient registered; session file serve creates a default local storage client.
2026-08-28 09:52:36 | INFO | dbgpt.component | Register component with name base_dbgpt_component and instance: <dbgpt.util.code.server.CodeServer object at 0x000001E5E083D270>
2026-08-28 09:52:36 | INFO | dbgpt.component | Register component with name base_dbgpt_component and instance: <dbgpt.util.code.server.CodeServer object at 0x000001E5E083D270>
2026-08-28 09:52:36 | INFO | dbgpt_app.component_configs | Initializing prompt templates...
2026-08-28 09:52:36 | INFO | dbgpt_app.component_configs | Initializing prompt templates...
2026-08-28 09:52:36 | INFO | dbgpt_app.component_configs | Successfully initialized prompt templates for scenes: ['chat_dashboard', 'chat_excel', 'excel_learning', 'chat_with_db_execute', 'chat_with_db_qa', 'extract_refine_summary', 'chat_knowledge', 'chat_normal']
2026-08-28 09:52:36 | INFO | dbgpt_app.component_configs | Successfully initialized prompt templates for scenes: ['chat_dashboard', 'chat_excel', 'excel_learning', 'chat_with_db_execute', 'chat_with_db_qa', 'extract_refine_summary', 'chat_knowledge', 'chat_normal']
2026-08-28 09:52:36 | INFO | dbgpt.component | Register component with name dbgpt_benchmark_data_manager and instance: <dbgpt_serve.evaluate.service.fetchdata.benchmark_data_manager.BenchmarkDataManager object at 0x000001E5E08CBE50>
2026-08-28 09:52:36 | INFO | dbgpt.component | Register component with name dbgpt_benchmark_data_manager and instance: <dbgpt_serve.evaluate.service.fetchdata.benchmark_data_manager.BenchmarkDataManager object at 0x000001E5E08CBE50>
2026-08-28 09:52:36 | WARNING | dbgpt.agent.resource.connector.credential | CredentialStore falling back to ephemeral master key because no dbgpt.app.global.encrypt_key or ENCRYPT_KEY was provided. Encrypted connector credentials will not survive process restarts.
2026-08-28 09:52:36 | INFO | dbgpt.component | Register component with name connector_manager and instance: <dbgpt.agent.resource.connector.manager.ConnectorManager object at 0x000001E5E0A131C0>
2026-08-28 09:52:36 | INFO | dbgpt.component | Register component with name connector_manager and instance: <dbgpt.agent.resource.connector.manager.ConnectorManager object at 0x000001E5E0A131C0>
2026-08-28 09:52:36 | INFO | dbgpt.agent.resource.connector.manager | Connector catalog loaded from C:\Users\godisgirl\AppData\Roaming\TRAE SOLO CN\ModularData\ai-agent\vm\tools\python\lib\site-packages\dbgpt_ext\connector\catalog.json
2026-08-28 09:52:36 | INFO | dbgpt_app.component_configs | External ConnectorManager registered successfully
2026-08-28 09:52:36 | INFO | dbgpt_app.component_configs | External ConnectorManager registered successfully
2026-08-28 09:52:36 | INFO | dbgpt_app.initialization.workspace_provisioning | Provisioned: d:\obsidian\demo\.dbgpt\workspace\pilot\benchmark_meta_data\2025_07_27_public_500_standard_benchmark_question_list.xlsx
2026-08-28 09:52:36 | INFO | dbgpt_app.initialization.workspace_provisioning | Provisioned: d:\obsidian\demo\.dbgpt\workspace\pilot\examples\Walmart_Sales.db
2026-08-28 09:52:36 | INFO | dbgpt_app.initialization.workspace_provisioning | Provisioned: d:\obsidian\demo\.dbgpt\workspace\pilot\meta_data\alembic.ini
2026-08-28 09:52:36 | INFO | dbgpt_app.initialization.workspace_provisioning | Provisioned: d:\obsidian\demo\.dbgpt\workspace\pilot\meta_data\alembic\env.py
2026-08-28 09:52:36 | INFO | dbgpt_app.initialization.workspace_provisioning | Provisioned: d:\obsidian\demo\.dbgpt\workspace\pilot\meta_data\alembic\README
2026-08-28 09:52:36 | INFO | dbgpt_app.initialization.workspace_provisioning | Provisioned: d:\obsidian\demo\.dbgpt\workspace\pilot\meta_data\alembic\script.py.mako
2026-08-28 09:52:37 | INFO | dbgpt_app.initialization.skills_provisioning | Provisioned builtin skill: agent-browser
2026-08-28 09:52:37 | INFO | dbgpt_app.initialization.skills_provisioning | Provisioned builtin skill: csv-data-analysis
2026-08-28 09:52:38 | INFO | dbgpt_app.initialization.skills_provisioning | Provisioned builtin skill: financial-report-analyzer
2026-08-28 09:52:38 | INFO | dbgpt_app.initialization.skills_provisioning | Provisioned builtin skill: skill-creator
2026-08-28 09:52:39 | INFO | dbgpt_app.initialization.skills_provisioning | Provisioned builtin skill: walmart-sales-analyzer
2026-08-28 09:52:44 | WARNING | dbgpt.util._db_migration_utils | Initialize and upgrade database metadata with alembic, just run this in your development environment, if you deploy this in production environment, please run webserver with --disable_alembic_upgrade(`python dbgpt/app/dbgpt_server.py --disable_alembic_upgrade`).
we suggest you to use `dbgpt db migration` to initialize and upgrade database metadata with alembic, your can run `dbgpt db migration --help` to get more information.
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Context impl SQLiteImpl.
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Will assume non-transactional DDL.
2026-08-28 09:52:44 | INFO | dbgpt.util._db_migration_utils | Migration versions and their file paths:
========================================Migration versions========================================

==========================================================================================
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Context impl SQLiteImpl.
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Will assume non-transactional DDL.
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Context impl SQLiteImpl.
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Will assume non-transactional DDL.
2026-08-28 09:52:44 | INFO | dbgpt.util._db_migration_utils | alembic migration current revision: None, latest revision: None
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Context impl SQLiteImpl.
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Will assume non-transactional DDL.
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Context impl SQLiteImpl.
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Will assume non-transactional DDL.
2026-08-28 09:52:44 | INFO | alembic.runtime.migration | Running upgrade  -> a9e9997d4dec, New migration
2026-08-28 09:52:45 | INFO | dbgpt.component | Register component with name dbgpt_file_storage_client and instance: <dbgpt.core.interface.file.FileStorageClient object at 0x000001E5E20DA740>
2026-08-28 09:52:45 | INFO | dbgpt.component | Register component with name dbgpt_file_storage_client and instance: <dbgpt.core.interface.file.FileStorageClient object at 0x000001E5E20DA740>
2026-08-28 09:52:47 | INFO | dbgpt_app.dbgpt_server | Successfully registered default data source: Walmart_Sales at d:\obsidian\demo\.dbgpt\workspace\pilot\examples\Walmart_Sales.db
